SalesOrderNumber,SalesOrderLineNumber,OrderDate,CalendarYear,CalendarMonth,CalendarDay,EnglishMonthName,FullName,Gender,MaritalStatus,BirthDate,Age,YearlyIncome,TotalChildren,DateFirstPurchase,TenureDays,City,EnglishCountryRegionName,SalesTerritoryGroup,EnglishProductName,Color,Class,ProductLine,OrderQuantity,SalesAmount,TaxAmt,Freight,TotalPaid,AgeGroup,TaxRate%
SO50873,1,2012-12-07,2012,12,7,December,Kristen Zheng,F,M,1935-12-16,89,90000.0,1,2012-12-07,0,Lavender Bay,Australia,Pacific,"Road-250 Black, 52",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(72.0, 109.0]",7.239818891901384
SO50874,1,2012-12-08,2012,12,8,December,Julie She,F,M,1968-09-13,56,20000.0,2,2012-12-08,0,Versailles,France,Europe,"Road-250 Red, 44",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(53.0, 57.0]",7.239818870449288
SO50875,1,2012-12-08,2012,12,8,December,Micah Li,M,S,1970-01-11,55,20000.0,2,2012-12-08,0,Sulzbach Taunus,Germany,Europe,"Mountain-200 Black, 46",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(53.0, 57.0]",7.239820663197798
SO50876,1,2012-12-08,2012,12,8,December,Nicolas Raje,M,S,1971-01-12,54,20000.0,2,2012-12-08,0,Saarbrücken,Germany,Europe,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(53.0, 57.0]",7.239820269719496
SO50877,1,2012-12-08,2012,12,8,December,Caleb Zhang,M,S,1984-02-22,41,30000.0,4,2012-12-08,0,Paderborn,Germany,Europe,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(38.999, 42.0]",7.239820269719496
SO50878,1,2012-12-08,2012,12,8,December,Leslie Ramos,F,M,1977-09-22,47,120000.0,0,2012-12-08,0,Rockhampton,Australia,Pacific,"Mountain-200 Black, 38",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(45.0, 48.0]",7.239820663197798
SO50879,1,2012-12-08,2012,12,8,December,Bobby Rodriguez,M,M,1961-03-31,64,80000.0,2,2012-12-08,0,Newcastle,Australia,Pacific,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(61.0, 65.0]",7.239820269719496
SO50880,1,2012-12-08,2012,12,8,December,Susan He,F,S,1965-11-24,59,60000.0,1,2012-12-08,0,Rhodes,Australia,Pacific,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(57.0, 61.0]",7.239818891901384
SO50881,1,2012-12-08,2012,12,8,December,Kelli Liu,F,S,1964-02-19,61,90000.0,2,2012-12-08,0,Melton,Australia,Pacific,"Road-250 Red, 44",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(57.0, 61.0]",7.239818870449288
SO50882,1,2012-12-08,2012,12,8,December,Gabriel Lal,M,S,1964-07-05,61,20000.0,2,2012-12-08,0,Warrnambool,Australia,Pacific,"Road-650 Black, 52",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(57.0, 61.0]",7.239818586136912
SO50883,1,2012-12-08,2012,12,8,December,Toni Arun,F,S,1984-04-09,41,30000.0,0,2012-12-08,0,München,Germany,Europe,"Road-250 Black, 48",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(38.999, 42.0]",7.239818891901384
SO50884,1,2012-12-09,2012,12,9,December,Katherine Griffin,F,M,1967-08-23,57,70000.0,1,2012-12-09,0,Oakland,United States,North America,"Mountain-200 Black, 46",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(53.0, 57.0]",7.239820663197798
SO50885,1,2012-12-09,2012,12,9,December,Isaiah Carter,M,M,1975-03-06,50,80000.0,1,2012-12-09,0,El Cajon,United States,North America,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(48.0, 51.0]",7.239820269719496
SO50886,1,2012-12-09,2012,12,9,December,Bryant Raman,M,M,1952-04-15,73,130000.0,4,2012-12-09,0,London,United Kingdom,Europe,"Road-250 Red, 52",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(72.0, 109.0]",7.239818870449288
SO50887,1,2012-12-09,2012,12,9,December,Gabrielle Carter,F,S,1956-09-24,68,70000.0,5,2012-12-09,0,Saint Germain en Laye,France,Europe,"Road-250 Black, 48",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(65.0, 72.0]",7.239818891901384
SO50888,1,2012-12-09,2012,12,9,December,Katie Xie,F,M,1950-06-05,75,170000.0,3,2012-12-09,0,Watford,United Kingdom,Europe,"Road-550-W Yellow, 38",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(72.0, 109.0]",7.2398192501126655
SO50889,1,2012-12-09,2012,12,9,December,Billy Moreno,M,M,1977-03-11,48,30000.0,1,2012-12-09,0,Dunkerque,France,Europe,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(45.0, 48.0]",7.239820269719496
SO50890,1,2012-12-09,2012,12,9,December,Adrian Richardson,M,S,1984-09-04,40,60000.0,0,2012-12-09,0,San Diego,United States,North America,"Road-250 Red, 44",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(38.999, 42.0]",7.239818870449288
SO50891,1,2012-12-09,2012,12,9,December,Kristopher Patel,M,S,1965-11-21,59,90000.0,4,2012-12-09,0,Bremerton,United States,North America,"Road-650 Black, 44",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(57.0, 61.0]",7.239818586136912
SO50892,1,2012-12-09,2012,12,9,December,Margaret Li,F,S,1962-06-21,63,70000.0,2,2012-12-09,0,Townsville,Australia,Pacific,"Mountain-200 Black, 42",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(61.0, 65.0]",7.239820663197798
SO50893,1,2012-12-09,2012,12,9,December,Cody Cooper,M,M,1951-07-28,74,30000.0,2,2012-12-09,0,Sydney,Australia,Pacific,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(72.0, 109.0]",7.239820269719496
SO50894,1,2012-12-09,2012,12,9,December,Erika Hernandez,F,M,1973-12-18,51,60000.0,2,2012-12-09,0,Malabar,Australia,Pacific,"Mountain-200 Black, 38",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(48.0, 51.0]",7.239820663197798
SO50895,1,2012-12-10,2012,12,10,December,Isabella Alexander,F,M,1966-02-09,59,60000.0,1,2012-12-10,0,Torrance,United States,North America,"Mountain-200 Black, 42",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(57.0, 61.0]",7.239820663197798
SO50896,1,2012-12-10,2012,12,10,December,Jocelyn Wood,F,S,1970-10-30,54,70000.0,2,2012-12-10,0,Woodland Hills,United States,North America,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(53.0, 57.0]",7.239820269719496
SO50897,1,2012-12-10,2012,12,10,December,Dominique Prasad,F,M,1957-03-10,68,80000.0,4,2012-12-10,0,Roissy en Brie,France,Europe,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(65.0, 72.0]",7.239820269719496
SO50898,1,2012-12-10,2012,12,10,December,Susan Ma,F,S,1964-08-28,60,80000.0,2,2012-12-10,0,Berkeley,United States,North America,"Road-250 Red, 58",Red,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(57.0, 61.0]",7.239818891901384
SO50899,1,2012-12-10,2012,12,10,December,Alexis Ross,F,M,1966-03-15,59,160000.0,1,2012-12-10,0,San Carlos,United States,North America,"Road-650 Black, 58",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(57.0, 61.0]",7.239818586136912
SO50900,1,2012-12-10,2012,12,10,December,Monique Torres,F,M,1968-06-26,57,60000.0,1,2012-12-10,0,Goulburn,Australia,Pacific,"Road-550-W Yellow, 42",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(53.0, 57.0]",7.2398192501126655
SO50901,1,2012-12-10,2012,12,10,December,Tabitha Kovar,F,S,1948-09-20,76,60000.0,2,2012-12-10,0,South Melbourne,Australia,Pacific,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(72.0, 109.0]",7.239820269719496
SO50902,1,2012-12-10,2012,12,10,December,Jaime Muñoz,F,M,1948-08-19,76,60000.0,2,2012-12-10,0,South Melbourne,Australia,Pacific,"Road-250 Red, 44",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(72.0, 109.0]",7.239818870449288
SO50903,1,2012-12-10,2012,12,10,December,Jerry Luo,M,S,1981-04-18,44,70000.0,0,2012-12-10,0,Gold Coast,Australia,Pacific,"Road-250 Red, 52",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(42.0, 45.0]",7.239818870449288
SO50904,1,2012-12-10,2012,12,10,December,Diana Alonso,F,M,1979-07-04,46,70000.0,0,2012-12-10,0,Wollongong,Australia,Pacific,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(45.0, 48.0]",7.239818891901384
SO50905,1,2012-12-11,2012,12,11,December,Caroline Gonzales,F,M,1969-08-30,55,60000.0,1,2012-12-11,0,Milwaukie,United States,North America,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(53.0, 57.0]",7.239820269719496
SO50906,1,2012-12-11,2012,12,11,December,Erick Srini,M,S,1964-05-01,61,30000.0,1,2012-12-11,0,München,Germany,Europe,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(57.0, 61.0]",7.239818891901384
SO50907,1,2012-12-11,2012,12,11,December,Hailey Simmons,F,M,1966-09-17,58,20000.0,1,2012-12-11,0,Chatou,France,Europe,"Road-550-W Yellow, 42",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(57.0, 61.0]",7.2398192501126655
SO50908,1,2012-12-11,2012,12,11,December,Beth Gomez,F,M,1963-07-23,62,150000.0,1,2012-12-11,0,Milton Keynes,United Kingdom,Europe,"Mountain-200 Black, 38",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(61.0, 65.0]",7.239820663197798
SO50909,1,2012-12-11,2012,12,11,December,Paula Moreno,F,M,1975-05-14,50,30000.0,1,2012-12-11,0,London,United Kingdom,Europe,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(48.0, 51.0]",7.239820269719496
SO50910,1,2012-12-11,2012,12,11,December,Roy Sanchez,M,M,1975-01-13,50,30000.0,1,2012-12-11,0,Eilenburg,Germany,Europe,"Road-650 Black, 52",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(48.0, 51.0]",7.239818586136912
SO50911,1,2012-12-11,2012,12,11,December,Laura Ye,F,S,1981-01-16,44,10000.0,0,2012-12-11,0,Paderborn,Germany,Europe,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(42.0, 45.0]",7.239820269719496
SO50912,1,2012-12-11,2012,12,11,December,Olivia Moore,F,S,1964-12-19,60,90000.0,1,2012-12-11,0,Wollongong,Australia,Pacific,"Road-550-W Yellow, 38",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(57.0, 61.0]",7.2398192501126655
SO50913,1,2012-12-11,2012,12,11,December,Dennis Sun,M,M,1969-07-13,56,90000.0,2,2012-12-11,0,Gold Coast,Australia,Pacific,"Road-250 Red, 44",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(53.0, 57.0]",7.239818870449288
SO50914,1,2012-12-11,2012,12,11,December,Kristen Zhang,F,S,1954-09-13,70,20000.0,2,2012-12-11,0,Melbourne,Australia,Pacific,"Road-650 Black, 52",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(65.0, 72.0]",7.239818586136912
SO50915,1,2012-12-11,2012,12,11,December,Clayton Lin,M,M,1957-07-25,68,30000.0,3,2012-12-11,0,Melbourne,Australia,Pacific,"Road-650 Black, 58",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(65.0, 72.0]",7.239818586136912
SO50916,1,2012-12-12,2012,12,12,December,Abigail Bailey,F,S,1975-02-08,50,40000.0,0,2012-12-12,0,Renton,United States,North America,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(48.0, 51.0]",7.239820269719496
SO50917,1,2012-12-12,2012,12,12,December,Kristen Cai,F,M,1966-11-21,58,20000.0,1,2012-12-12,0,Drancy,France,Europe,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(57.0, 61.0]",7.239818891901384
SO50918,1,2012-12-12,2012,12,12,December,Jake Yang,M,M,1974-08-11,51,20000.0,2,2012-12-12,0,Paris La Defense,France,Europe,"Road-250 Red, 44",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(48.0, 51.0]",7.239818870449288
SO50919,1,2012-12-12,2012,12,12,December,Alexia Griffin,F,M,1978-08-12,46,30000.0,1,2012-12-12,0,Saarlouis,Germany,Europe,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(45.0, 48.0]",7.239818891901384
SO50920,1,2012-12-12,2012,12,12,December,Joel Sai,M,M,1971-11-15,53,30000.0,1,2012-12-12,0,Orleans,France,Europe,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(51.0, 53.0]",7.239820269719496
SO50921,1,2012-12-12,2012,12,12,December,Gerald Subram,M,M,1950-04-16,75,170000.0,3,2012-12-12,0,London,United Kingdom,Europe,"Road-650 Black, 60",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(72.0, 109.0]",7.239818586136912
SO50922,1,2012-12-12,2012,12,12,December,Bruce Arun,M,M,1980-10-14,44,40000.0,0,2012-12-12,0,Paderborn,Germany,Europe,"Road-650 Black, 48",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(42.0, 45.0]",7.239818586136912
SO50923,1,2012-12-12,2012,12,12,December,Nathan Wright,M,M,1965-12-20,59,170000.0,1,2012-12-12,0,Santa Monica,United States,North America,"Road-650 Black, 58",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(57.0, 61.0]",7.239818586136912
SO50924,1,2012-12-12,2012,12,12,December,Sandra Zhu,F,M,1983-05-25,42,120000.0,0,2012-12-12,0,St. Leonards,Australia,Pacific,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(38.999, 42.0]",7.239820269719496
SO50925,1,2012-12-12,2012,12,12,December,Colin Xu,M,S,1965-12-13,59,60000.0,1,2012-12-12,0,Hobart,Australia,Pacific,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(57.0, 61.0]",7.239820269719496
SO50926,1,2012-12-12,2012,12,12,December,Victoria Anderson,F,M,1964-07-11,61,90000.0,1,2012-12-12,0,Bendigo,Australia,Pacific,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(57.0, 61.0]",7.239820269719496
SO50927,1,2012-12-12,2012,12,12,December,Eddie Navarro,M,M,1947-01-31,78,40000.0,2,2012-12-12,0,Lane Cove,Australia,Pacific,"Road-250 Red, 52",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(72.0, 109.0]",7.239818870449288
SO50928,1,2012-12-12,2012,12,12,December,Jay Martinez,M,S,1981-03-31,44,90000.0,0,2012-12-12,0,Findon,Australia,Pacific,"Road-250 Red, 58",Red,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(42.0, 45.0]",7.239818891901384
SO50929,1,2012-12-12,2012,12,12,December,Susan Hu,F,S,1969-04-17,56,90000.0,2,2012-12-12,0,North Ryde,Australia,Pacific,"Road-550-W Yellow, 48",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(53.0, 57.0]",7.2398192501126655
SO50930,1,2012-12-13,2012,12,13,December,Alberto Ortega,M,M,1964-05-18,61,30000.0,1,2012-12-13,0,Colomiers,France,Europe,"Road-550-W Yellow, 38",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(57.0, 61.0]",7.2398192501126655
SO50931,1,2012-12-13,2012,12,13,December,Colleen Li,F,S,1963-09-09,61,10000.0,3,2012-12-13,0,Colombes,France,Europe,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(57.0, 61.0]",7.239818891901384
SO50932,1,2012-12-13,2012,12,13,December,Julio Carlson,M,M,1967-07-21,58,30000.0,4,2012-12-13,0,Paris,France,Europe,"Road-550-W Yellow, 40",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(57.0, 61.0]",7.2398192501126655
SO50933,1,2012-12-13,2012,12,13,December,Nancy Gonzalez,F,S,1960-04-23,65,90000.0,4,2012-12-13,0,Colombes,France,Europe,"Road-650 Black, 48",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(61.0, 65.0]",7.239818586136912
SO50934,1,2012-12-13,2012,12,13,December,Abby Subram,F,S,1963-05-13,62,130000.0,2,2012-12-13,0,Essen,Germany,Europe,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(61.0, 65.0]",7.239820269719496
SO50935,1,2012-12-13,2012,12,13,December,Gabrielle Morgan,F,S,1965-11-19,59,100000.0,3,2012-12-13,0,Port Orchard,United States,North America,"Road-650 Red, 58",Red,L ,R ,1,782.99,62.6392,19.5748,865.204,"(57.0, 61.0]",7.239818586136912
SO50936,1,2012-12-13,2012,12,13,December,Roger Wang,M,S,1977-12-14,47,100000.0,0,2012-12-13,0,Townsville,Australia,Pacific,"Road-250 Red, 52",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(45.0, 48.0]",7.239818870449288
SO50937,1,2012-12-14,2012,12,14,December,James Edwards,M,S,1978-08-10,47,60000.0,0,2012-12-14,0,Berkeley,United States,North America,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(45.0, 48.0]",7.239820269719496
SO50938,1,2012-12-14,2012,12,14,December,Carol Saunders,F,M,1972-12-31,52,40000.0,0,2012-12-14,0,Hamburg,Germany,Europe,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(51.0, 53.0]",7.239818891901384
SO50939,1,2012-12-14,2012,12,14,December,Darrell Kumar,M,S,1943-10-31,81,10000.0,2,2012-12-14,0,Morangis,France,Europe,"Road-550-W Yellow, 48",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(72.0, 109.0]",7.2398192501126655
SO50940,1,2012-12-14,2012,12,14,December,Katherine Gonzales,F,M,1962-10-06,62,170000.0,2,2012-12-14,0,Peterborough,United Kingdom,Europe,"Mountain-200 Black, 42",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(61.0, 65.0]",7.239820663197798
SO50941,1,2012-12-14,2012,12,14,December,Max Gomez,M,S,1981-03-21,44,30000.0,0,2012-12-14,0,Pantin,France,Europe,"Road-650 Black, 62",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(42.0, 45.0]",7.239818586136912
SO50942,1,2012-12-14,2012,12,14,December,Marco Lopez,M,M,1958-01-13,67,80000.0,4,2012-12-14,0,Sèvres,France,Europe,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(65.0, 72.0]",7.239820269719496
SO50943,1,2012-12-14,2012,12,14,December,Rebekah Vazquez,F,M,1973-03-03,52,90000.0,4,2012-12-14,0,Rockhampton,Australia,Pacific,"Mountain-200 Black, 38",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(51.0, 53.0]",7.239820663197798
SO50944,1,2012-12-14,2012,12,14,December,Dennis Lin,M,S,1978-03-13,47,70000.0,5,2012-12-14,0,Wollongong,Australia,Pacific,"Mountain-200 Black, 42",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(45.0, 48.0]",7.239820663197798
SO50945,1,2012-12-14,2012,12,14,December,Lindsay Sharma,F,S,1972-03-01,53,60000.0,1,2012-12-14,0,Goulburn,Australia,Pacific,"Road-250 Red, 58",Red,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(51.0, 53.0]",7.239818891901384
SO50946,1,2012-12-14,2012,12,14,December,Tonya Rai,F,S,1963-09-05,61,100000.0,4,2012-12-14,0,Cloverdale,Australia,Pacific,"Road-550-W Yellow, 40",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(57.0, 61.0]",7.2398192501126655
SO50947,1,2012-12-15,2012,12,15,December,Tina Sanchez,F,S,1983-04-03,42,120000.0,2,2012-12-15,0,Concord,United States,North America,"Mountain-200 Silver, 38",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(38.999, 42.0]",7.239820269719496
SO50948,1,2012-12-15,2012,12,15,December,Marshall Chen,M,M,1961-02-10,64,160000.0,3,2012-12-15,0,Oxon,United Kingdom,Europe,"Road-250 Red, 52",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(61.0, 65.0]",7.239818870449288
SO50949,1,2012-12-15,2012,12,15,December,Kristopher Garcia,M,M,1956-03-26,69,130000.0,4,2012-12-15,0,London,United Kingdom,Europe,"Road-250 Red, 48",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(65.0, 72.0]",7.239818870449288
SO50950,1,2012-12-15,2012,12,15,December,Micah Zhu,M,M,1970-08-10,55,30000.0,1,2012-12-15,0,Croix,France,Europe,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(53.0, 57.0]",7.239820269719496
SO50951,1,2012-12-15,2012,12,15,December,Stacey Liu,F,M,1975-01-22,50,40000.0,0,2012-12-15,0,London,United Kingdom,Europe,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(48.0, 51.0]",7.239820269719496
SO50952,1,2012-12-15,2012,12,15,December,Olivia Blue,F,M,1958-05-01,67,40000.0,3,2012-12-15,0,Burien,United States,North America,"Road-650 Black, 62",Black,L ,R ,1,782.99,62.6392,19.5748,865.204,"(65.0, 72.0]",7.239818586136912
SO50953,1,2012-12-15,2012,12,15,December,Elizabeth Price,F,M,1967-12-25,57,130000.0,1,2012-12-15,0,San Carlos,United States,North America,"Road-550-W Yellow, 44",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(53.0, 57.0]",7.2398192501126655
SO50954,1,2012-12-15,2012,12,15,December,Jodi Deng,F,M,1974-02-21,51,60000.0,2,2012-12-15,0,Hobart,Australia,Pacific,"Mountain-200 Black, 38",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(48.0, 51.0]",7.239820663197798
SO50955,1,2012-12-16,2012,12,16,December,Robert Powell,M,M,1984-04-10,41,60000.0,0,2012-12-16,0,El Cajon,United States,North America,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(38.999, 42.0]",7.239820269719496
SO50956,1,2012-12-16,2012,12,16,December,Jordyn West,F,M,1971-07-22,54,60000.0,1,2012-12-16,0,La Jolla,United States,North America,"Mountain-200 Silver, 42",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(53.0, 57.0]",7.239820269719496
SO50957,1,2012-12-16,2012,12,16,December,Barry Srini,M,M,1972-06-10,53,30000.0,4,2012-12-16,0,Verrieres Le Buisson,France,Europe,"Road-550-W Yellow, 40",Yellow,M ,R ,1,1000.4375,80.035,25.0109,1105.4834,"(51.0, 53.0]",7.2398192501126655
SO50958,1,2012-12-16,2012,12,16,December,Darren Rubio,M,M,1971-07-11,54,30000.0,3,2012-12-16,0,Roncq,France,Europe,"Road-250 Black, 48",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(53.0, 57.0]",7.239818891901384
SO50959,1,2012-12-16,2012,12,16,December,Kelvin Sun,M,S,1976-04-12,49,30000.0,0,2012-12-16,0,Saint-Denis,France,Europe,"Road-250 Black, 58",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(48.0, 51.0]",7.239818891901384
SO50960,1,2012-12-16,2012,12,16,December,Monica Malhotra,F,M,1978-04-19,47,40000.0,0,2012-12-16,0,München,Germany,Europe,"Road-250 Black, 48",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(45.0, 48.0]",7.239818891901384
SO50961,1,2012-12-16,2012,12,16,December,Dawn Chen,F,M,1960-01-01,65,100000.0,3,2012-12-16,0,Metz,France,Europe,"Road-250 Red, 44",Red,H ,R ,1,2443.35,195.468,61.0838,2699.9017999999996,"(61.0, 65.0]",7.239818870449288
SO50962,1,2012-12-16,2012,12,16,December,Craig Rubio,M,M,1973-08-24,51,30000.0,5,2012-12-16,0,Croix,France,Europe,"Road-250 Black, 52",Black,H ,R ,1,2181.5625,174.525,54.5391,2410.6266,"(48.0, 51.0]",7.239818891901384
SO50963,1,2012-12-16,2012,12,16,December,Kelvin Yang,M,M,1975-03-09,50,130000.0,2,2012-12-16,0,London,United Kingdom,Europe,"Mountain-200 Black, 46",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(48.0, 51.0]",7.239820663197798
SO50964,1,2012-12-16,2012,12,16,December,Adriana Mehta,F,S,1967-10-19,57,30000.0,1,2012-12-16,0,Berlin,Germany,Europe,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(53.0, 57.0]",7.239820269719496
SO50965,1,2012-12-16,2012,12,16,December,Evan Cooper,M,M,1961-12-18,63,90000.0,2,2012-12-16,0,Sedro Woolley,United States,North America,"Road-650 Red, 48",Red,L ,R ,1,782.99,62.6392,19.5748,865.204,"(61.0, 65.0]",7.239818586136912
SO50966,1,2012-12-16,2012,12,16,December,Marshall Deng,M,M,1980-02-20,45,100000.0,0,2012-12-16,0,Bellflower,United States,North America,"Road-650 Red, 58",Red,L ,R ,1,782.99,62.6392,19.5748,865.204,"(42.0, 45.0]",7.239818586136912
SO50967,1,2012-12-16,2012,12,16,December,Jennifer Watson,F,S,1966-12-16,58,150000.0,1,2012-12-16,0,San Gabriel,United States,North America,"Road-650 Red, 58",Red,L ,R ,1,782.99,62.6392,19.5748,865.204,"(57.0, 61.0]",7.239818586136912
SO50968,1,2012-12-16,2012,12,16,December,Edward Gonzalez,M,S,1966-04-17,59,70000.0,4,2012-12-16,0,Woodland Hills,United States,North America,"Road-650 Red, 48",Red,L ,R ,1,782.99,62.6392,19.5748,865.204,"(57.0, 61.0]",7.239818586136912
SO50969,1,2012-12-17,2012,12,17,December,Grant Goel,M,S,1979-10-24,45,130000.0,1,2012-12-17,0,Chula Vista,United States,North America,"Mountain-200 Silver, 46",Silver,H ,M ,1,2071.4196,165.7136,51.7855,2288.9187,"(42.0, 45.0]",7.239820269719496
SO50970,1,2012-12-17,2012,12,17,December,Madeline Hill,F,M,1974-10-06,50,80000.0,1,2012-12-17,0,Santa Monica,United States,North America,"Mountain-200 Black, 46",Black,H ,M ,1,2049.0982,163.9279,51.2275,2264.2536,"(48.0, 51.0]",7.239820663197798
