SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,SalesAmount,TaxAmt,Freight,DiscountAmount,FirstName,LastName,BirthDate,Gender,MaritalStatus,YearlyIncome,TotalChildren,DateFirstPurchase,EnglishProductName,Color,Class,ProductLine,OrderDate,CalendarYear,EnglishMonthName,City,EnglishCountryRegionName,englishPromotionName,DiscountPct,SalesTerritoryGroup
SO56559,1,1,4.99,0.3992,0.1248,0.0,Carson,Alexander,1957-04-13,M,M,60000.0,2,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Bellflower,United States,No Discount,0.0,North America
SO56560,1,1,4.99,0.3992,0.1248,0.0,Isabella,Lewis,1980-11-18,F,M,40000.0,4,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Shawnee,Canada,No Discount,0.0,North America
SO56560,2,1,54.99,4.3992,1.3748,0.0,Isabella,Lewis,1980-11-18,F,M,40000.0,4,2013-04-21,Hydration Pack - 70 oz.,Silver,,S ,2013-04-21,2013,April,Shawnee,Canada,No Discount,0.0,North America
SO56560,3,1,7.95,0.636,0.1988,0.0,Isabella,Lewis,1980-11-18,F,M,40000.0,4,2013-04-21,Bike Wash - Dissolver,NA,,S ,2013-04-21,2013,April,Shawnee,Canada,No Discount,0.0,North America
SO56561,1,1,4.99,0.3992,0.1248,0.0,Jenna,Baker,1962-04-12,F,M,70000.0,4,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Seattle,United States,No Discount,0.0,North America
SO56561,2,1,34.99,2.7992,0.8748,0.0,Jenna,Baker,1962-04-12,F,M,70000.0,4,2013-04-21,"Sport-100 Helmet, Red",Red,,S ,2013-04-21,2013,April,Seattle,United States,No Discount,0.0,North America
SO56562,1,1,4.99,0.3992,0.1248,0.0,Morgan,Mitchell,1973-01-02,F,M,40000.0,1,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Bremerton,United States,No Discount,0.0,North America
SO56562,2,1,34.99,2.7992,0.8748,0.0,Morgan,Mitchell,1973-01-02,F,M,40000.0,1,2013-04-21,"Sport-100 Helmet, Red",Red,,S ,2013-04-21,2013,April,Bremerton,United States,No Discount,0.0,North America
SO56563,1,1,4.99,0.3992,0.1248,0.0,Marcus,Murphy,1971-08-31,M,M,60000.0,0,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Olympia,United States,No Discount,0.0,North America
SO56563,2,1,21.98,1.7584,0.5495,0.0,Marcus,Murphy,1971-08-31,M,M,60000.0,0,2013-04-21,Fender Set - Mountain,NA,,M ,2013-04-21,2013,April,Olympia,United States,No Discount,0.0,North America
SO56563,3,1,34.99,2.7992,0.8748,0.0,Marcus,Murphy,1971-08-31,M,M,60000.0,0,2013-04-21,"Sport-100 Helmet, Black",Black,,S ,2013-04-21,2013,April,Olympia,United States,No Discount,0.0,North America
SO56563,4,1,63.5,5.08,1.5875,0.0,Marcus,Murphy,1971-08-31,M,M,60000.0,0,2013-04-21,"Classic Vest, S",Blue,,S ,2013-04-21,2013,April,Olympia,United States,No Discount,0.0,North America
SO56564,1,1,4.99,0.3992,0.1248,0.0,Catherine,Reed,1948-01-31,F,M,60000.0,3,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Westminster,Canada,No Discount,0.0,North America
SO56564,2,1,2.29,0.1832,0.0573,0.0,Catherine,Reed,1948-01-31,F,M,60000.0,3,2013-04-21,Patch Kit/8 Patches,NA,,S ,2013-04-21,2013,April,Westminster,Canada,Volume Discount 11 to 14,0.02,North America
SO56565,1,1,4.99,0.3992,0.1248,0.0,Jacquelyn,Ortega,1951-04-18,F,S,70000.0,5,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Burbank,United States,No Discount,0.0,North America
SO56565,2,1,2.29,0.1832,0.0573,0.0,Jacquelyn,Ortega,1951-04-18,F,S,70000.0,5,2013-04-21,Patch Kit/8 Patches,NA,,S ,2013-04-21,2013,April,Burbank,United States,No Discount,0.0,North America
SO56565,3,1,7.95,0.636,0.1988,0.0,Jacquelyn,Ortega,1951-04-18,F,S,70000.0,5,2013-04-21,Bike Wash - Dissolver,NA,,S ,2013-04-21,2013,April,Burbank,United States,No Discount,0.0,North America
SO56566,1,1,21.98,1.7584,0.5495,0.0,Lucas,Smith,1960-09-01,M,M,40000.0,2,2013-04-21,Fender Set - Mountain,NA,,M ,2013-04-21,2013,April,Langley,Canada,No Discount,0.0,North America
SO56567,1,1,4.99,0.3992,0.1248,0.0,Warren,Gao,1969-08-03,M,M,50000.0,4,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Bremerton,United States,No Discount,0.0,North America
SO56567,2,1,34.99,2.7992,0.8748,0.0,Warren,Gao,1969-08-03,M,M,50000.0,4,2013-04-21,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-21,2013,April,Bremerton,United States,No Discount,0.0,North America
SO56568,1,1,21.98,1.7584,0.5495,0.0,Miguel,Henderson,1981-04-13,M,S,30000.0,0,2013-04-21,Fender Set - Mountain,NA,,M ,2013-04-21,2013,April,Corvallis,United States,No Discount,0.0,North America
SO56568,2,1,9.99,0.7992,0.2498,0.0,Miguel,Henderson,1981-04-13,M,S,30000.0,0,2013-04-21,Mountain Bottle Cage,NA,,M ,2013-04-21,2013,April,Corvallis,United States,No Discount,0.0,North America
SO56568,3,1,4.99,0.3992,0.1248,0.0,Miguel,Henderson,1981-04-13,M,S,30000.0,0,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Corvallis,United States,No Discount,0.0,North America
SO56568,4,1,8.99,0.7192,0.2248,0.0,Miguel,Henderson,1981-04-13,M,S,30000.0,0,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,Corvallis,United States,No Discount,0.0,North America
SO56569,1,1,4.99,0.3992,0.1248,0.0,Arturo,Chen,1969-05-11,M,S,30000.0,2,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Saint Germain en Laye,France,No Discount,0.0,Europe
SO56569,2,1,8.99,0.7192,0.2248,0.0,Arturo,Chen,1969-05-11,M,S,30000.0,2,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,Saint Germain en Laye,France,No Discount,0.0,Europe
SO56570,1,1,4.99,0.3992,0.1248,0.0,Bobby,Raman,1982-12-29,M,S,30000.0,0,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Grevenbroich,Germany,No Discount,0.0,Europe
SO56571,1,1,21.49,1.7192,0.5373,0.0,Louis,Li,1977-04-19,M,M,10000.0,5,2013-04-21,LL Road Tire,NA,L ,R ,2013-04-21,2013,April,Roncq,France,No Discount,0.0,Europe
SO56571,2,1,3.99,0.3192,0.0998,0.0,Louis,Li,1977-04-19,M,M,10000.0,5,2013-04-21,Road Tire Tube,NA,,R ,2013-04-21,2013,April,Roncq,France,No Discount,0.0,Europe
SO56571,3,1,34.99,2.7992,0.8748,0.0,Louis,Li,1977-04-19,M,M,10000.0,5,2013-04-21,"Sport-100 Helmet, Black",Black,,S ,2013-04-21,2013,April,Roncq,France,No Discount,0.0,Europe
SO56572,1,1,3.99,0.3192,0.0998,0.0,Colin,Zheng,1962-01-15,M,S,110000.0,3,2013-04-21,Road Tire Tube,NA,,R ,2013-04-21,2013,April,Versailles,France,No Discount,0.0,Europe
SO56572,2,1,34.99,2.7992,0.8748,0.0,Colin,Zheng,1962-01-15,M,S,110000.0,3,2013-04-21,"Sport-100 Helmet, Black",Black,,S ,2013-04-21,2013,April,Versailles,France,No Discount,0.0,Europe
SO56573,1,1,21.49,1.7192,0.5373,0.0,Nicolas,Xu,1984-04-09,M,S,30000.0,4,2013-04-21,LL Road Tire,NA,L ,R ,2013-04-21,2013,April,München,Germany,No Discount,0.0,Europe
SO56573,2,1,2.29,0.1832,0.0573,0.0,Nicolas,Xu,1984-04-09,M,S,30000.0,4,2013-04-21,Patch Kit/8 Patches,NA,,S ,2013-04-21,2013,April,München,Germany,No Discount,0.0,Europe
SO56574,1,1,4.99,0.3992,0.1248,0.0,Naomi,Munoz,1976-01-24,F,M,50000.0,1,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Burien,United States,No Discount,0.0,North America
SO56574,2,1,35.0,2.8,0.875,0.0,Naomi,Munoz,1976-01-24,F,M,50000.0,1,2013-04-21,HL Mountain Tire,NA,H ,M ,2013-04-21,2013,April,Burien,United States,No Discount,0.0,North America
SO56574,3,1,49.99,3.9992,1.2498,0.0,Naomi,Munoz,1976-01-24,F,M,50000.0,1,2013-04-21,"Long-Sleeve Logo Jersey, XL",Multi,,S ,2013-04-21,2013,April,Burien,United States,No Discount,0.0,North America
SO56575,1,1,21.98,1.7584,0.5495,0.0,Margaret,Liu,1985-03-17,F,S,30000.0,0,2013-04-21,Fender Set - Mountain,NA,,M ,2013-04-21,2013,April,Beverly Hills,United States,No Discount,0.0,North America
SO56575,2,1,34.99,2.7992,0.8748,0.0,Margaret,Liu,1985-03-17,F,S,30000.0,0,2013-04-21,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-21,2013,April,Beverly Hills,United States,No Discount,0.0,North America
SO56576,1,1,35.0,2.8,0.875,0.0,Jordan,Campbell,1967-12-30,M,M,80000.0,5,2013-04-21,HL Mountain Tire,NA,H ,M ,2013-04-21,2013,April,Sooke,Canada,No Discount,0.0,North America
SO56576,2,1,4.99,0.3992,0.1248,0.0,Jordan,Campbell,1967-12-30,M,M,80000.0,5,2013-04-21,Mountain Tire Tube,NA,,M ,2013-04-21,2013,April,Sooke,Canada,No Discount,0.0,North America
SO56576,3,1,34.99,2.7992,0.8748,0.0,Jordan,Campbell,1967-12-30,M,M,80000.0,5,2013-04-21,"Sport-100 Helmet, Red",Red,,S ,2013-04-21,2013,April,Sooke,Canada,No Discount,0.0,North America
SO56577,1,1,8.99,0.7192,0.2248,0.0,Leah,Zheng,1978-12-31,F,S,20000.0,1,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,London,United Kingdom,No Discount,0.0,Europe
SO56578,1,1,49.99,3.9992,1.2498,0.0,Jennifer,Jones,1983-10-01,F,S,20000.0,1,2013-04-21,"Long-Sleeve Logo Jersey, S",Multi,,S ,2013-04-21,2013,April,Paris,France,No Discount,0.0,Europe
SO56578,2,1,8.99,0.7192,0.2248,0.0,Jennifer,Jones,1983-10-01,F,S,20000.0,1,2013-04-21,"Racing Socks, M",White,,R ,2013-04-21,2013,April,Paris,France,No Discount,0.0,Europe
SO56579,1,1,49.99,3.9992,1.2498,0.0,Bridget,Chande,1984-02-16,F,S,30000.0,0,2013-04-21,"Long-Sleeve Logo Jersey, XL",Multi,,S ,2013-04-21,2013,April,Hamburg,Germany,No Discount,0.0,Europe
SO56580,1,1,34.99,2.7992,0.8748,0.0,Pamela,Garcia,1964-12-03,F,M,80000.0,4,2013-04-21,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-21,2013,April,Berlin,Germany,No Discount,0.0,Europe
SO56580,2,1,8.99,0.7192,0.2248,0.0,Pamela,Garcia,1964-12-03,F,M,80000.0,4,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,Berlin,Germany,No Discount,0.0,Europe
SO56581,1,1,1700.99,136.0792,42.5248,0.0,Julia,Price,1984-05-04,F,S,60000.0,0,2013-04-21,"Road-350-W Yellow, 40",Yellow,M ,R ,2013-04-21,2013,April,Concord,United States,No Discount,0.0,North America
SO56581,2,1,49.99,3.9992,1.2498,0.0,Julia,Price,1984-05-04,F,S,60000.0,0,2013-04-21,"Long-Sleeve Logo Jersey, M",Multi,,S ,2013-04-21,2013,April,Concord,United States,No Discount,0.0,North America
SO56581,3,1,24.49,1.9592,0.6123,0.0,Julia,Price,1984-05-04,F,S,60000.0,0,2013-04-21,"Half-Finger Gloves, M",Black,,S ,2013-04-21,2013,April,Concord,United States,No Discount,0.0,North America
SO56582,1,1,2294.99,183.5992,57.3748,0.0,Kurt,Chander,1973-02-28,M,S,130000.0,0,2012-01-28,"Mountain-200 Black, 42",Black,H ,M ,2013-04-21,2013,April,Berkeley,United States,No Discount,0.0,North America
SO56582,2,1,4.99,0.3992,0.1248,0.0,Kurt,Chander,1973-02-28,M,S,130000.0,0,2012-01-28,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Berkeley,United States,No Discount,0.0,North America
SO56582,3,1,9.99,0.7992,0.2498,0.0,Kurt,Chander,1973-02-28,M,S,130000.0,0,2012-01-28,Mountain Bottle Cage,NA,,M ,2013-04-21,2013,April,Berkeley,United States,No Discount,0.0,North America
SO56583,1,1,2294.99,183.5992,57.3748,0.0,Taylor,Rogers,1968-08-26,F,S,70000.0,0,2012-01-27,"Mountain-200 Black, 46",Black,H ,M ,2013-04-21,2013,April,Milwaukie,United States,Volume Discount 11 to 14,0.02,North America
SO56583,2,1,21.98,1.7584,0.5495,0.0,Taylor,Rogers,1968-08-26,F,S,70000.0,0,2012-01-27,Fender Set - Mountain,NA,,M ,2013-04-21,2013,April,Milwaukie,United States,No Discount,0.0,North America
SO56584,1,1,2294.99,183.5992,57.3748,0.0,Jerome,Torres,1950-02-06,M,M,70000.0,5,2012-01-19,"Mountain-200 Black, 46",Black,H ,M ,2013-04-21,2013,April,Canoga Park,United States,Volume Discount 11 to 14,0.02,North America
SO56584,2,1,9.99,0.7992,0.2498,0.0,Jerome,Torres,1950-02-06,M,M,70000.0,5,2012-01-19,Mountain Bottle Cage,NA,,M ,2013-04-21,2013,April,Canoga Park,United States,No Discount,0.0,North America
SO56584,3,1,54.99,4.3992,1.3748,0.0,Jerome,Torres,1950-02-06,M,M,70000.0,5,2012-01-19,Hydration Pack - 70 oz.,Silver,,S ,2013-04-21,2013,April,Canoga Park,United States,No Discount,0.0,North America
SO56585,1,1,2319.99,185.5992,57.9998,0.0,Robert,Hill,1980-04-30,M,M,80000.0,3,2012-01-19,"Mountain-200 Silver, 42",Silver,H ,M ,2013-04-21,2013,April,Newport Beach,United States,No Discount,0.0,North America
SO56585,2,1,21.98,1.7584,0.5495,0.0,Robert,Hill,1980-04-30,M,M,80000.0,3,2012-01-19,Fender Set - Mountain,NA,,M ,2013-04-21,2013,April,Newport Beach,United States,No Discount,0.0,North America
SO56585,3,1,8.99,0.7192,0.2248,0.0,Robert,Hill,1980-04-30,M,M,80000.0,3,2012-01-19,"Racing Socks, L",White,,R ,2013-04-21,2013,April,Newport Beach,United States,No Discount,0.0,North America
SO56586,1,1,2319.99,185.5992,57.9998,0.0,Mindy,Jai,1945-12-24,F,M,130000.0,2,2011-12-17,"Mountain-200 Silver, 46",Silver,H ,M ,2013-04-21,2013,April,Bellflower,United States,No Discount,0.0,North America
SO56586,2,1,9.99,0.7992,0.2498,0.0,Mindy,Jai,1945-12-24,F,M,130000.0,2,2011-12-17,Mountain Bottle Cage,NA,,M ,2013-04-21,2013,April,Bellflower,United States,No Discount,0.0,North America
SO56587,1,1,2294.99,183.5992,57.3748,0.0,Thomas,Harrison,1952-07-02,M,S,90000.0,5,2011-12-04,"Mountain-200 Black, 42",Black,H ,M ,2013-04-21,2013,April,Lemon Grove,United States,No Discount,0.0,North America
SO56587,2,1,21.98,1.7584,0.5495,0.0,Thomas,Harrison,1952-07-02,M,S,90000.0,5,2011-12-04,Fender Set - Mountain,NA,,M ,2013-04-21,2013,April,Lemon Grove,United States,No Discount,0.0,North America
SO56587,3,1,8.99,0.7192,0.2248,0.0,Thomas,Harrison,1952-07-02,M,S,90000.0,5,2011-12-04,"Racing Socks, L",White,,R ,2013-04-21,2013,April,Lemon Grove,United States,No Discount,0.0,North America
SO56588,1,1,2384.07,190.7256,59.6018,0.0,Ross,Prasad,1976-03-08,M,S,110000.0,0,2013-04-21,"Touring-1000 Blue, 60",Blue,H ,T ,2013-04-21,2013,April,Matraville,Australia,No Discount,0.0,Pacific
SO56588,2,1,4.99,0.3992,0.1248,0.0,Ross,Prasad,1976-03-08,M,S,110000.0,0,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Matraville,Australia,No Discount,0.0,Pacific
SO56588,3,1,8.99,0.7192,0.2248,0.0,Ross,Prasad,1976-03-08,M,S,110000.0,0,2013-04-21,Road Bottle Cage,NA,,R ,2013-04-21,2013,April,Matraville,Australia,No Discount,0.0,Pacific
SO56589,1,1,539.99,43.1992,13.4998,0.0,Drew,Anand,1967-04-09,M,S,40000.0,4,2013-04-21,"Road-750 Black, 48",Black,L ,R ,2013-04-21,2013,April,Burien,United States,No Discount,0.0,North America
SO56589,2,1,8.99,0.7192,0.2248,0.0,Drew,Anand,1967-04-09,M,S,40000.0,4,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,Burien,United States,No Discount,0.0,North America
SO56590,1,1,539.99,43.1992,13.4998,0.0,Levi,Malhotra,1980-01-15,M,S,30000.0,0,2013-04-21,"Road-750 Black, 52",Black,L ,R ,2013-04-21,2013,April,Chicago,United States,Volume Discount 11 to 14,0.02,North America
SO56590,2,1,8.99,0.7192,0.2248,0.0,Levi,Malhotra,1980-01-15,M,S,30000.0,0,2013-04-21,Road Bottle Cage,NA,,R ,2013-04-21,2013,April,Chicago,United States,No Discount,0.0,North America
SO56590,3,1,4.99,0.3992,0.1248,0.0,Levi,Malhotra,1980-01-15,M,S,30000.0,0,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Chicago,United States,No Discount,0.0,North America
SO56590,4,1,53.99,4.3192,1.3498,0.0,Levi,Malhotra,1980-01-15,M,S,30000.0,0,2013-04-21,"Short-Sleeve Classic Jersey, S",Yellow,,S ,2013-04-21,2013,April,Chicago,United States,No Discount,0.0,North America
SO56591,1,1,539.99,43.1992,13.4998,0.0,Jennifer,Rogers,1956-11-13,F,M,60000.0,2,2013-04-21,"Road-750 Black, 52",Black,L ,R ,2013-04-21,2013,April,Long Beach,United States,No Discount,0.0,North America
SO56591,2,1,21.49,1.7192,0.5373,0.0,Jennifer,Rogers,1956-11-13,F,M,60000.0,2,2013-04-21,LL Road Tire,NA,L ,R ,2013-04-21,2013,April,Long Beach,United States,No Discount,0.0,North America
SO56591,3,1,2.29,0.1832,0.0573,0.0,Jennifer,Rogers,1956-11-13,F,M,60000.0,2,2013-04-21,Patch Kit/8 Patches,NA,,S ,2013-04-21,2013,April,Long Beach,United States,No Discount,0.0,North America
SO56591,4,1,159.0,12.72,3.975,0.0,Jennifer,Rogers,1956-11-13,F,M,60000.0,2,2013-04-21,All-Purpose Bike Stand,NA,,M ,2013-04-21,2013,April,Long Beach,United States,No Discount,0.0,North America
SO56592,1,1,1120.49,89.6392,28.0123,0.0,Christopher,Jackson,1986-04-15,M,S,40000.0,0,2013-04-21,"Road-550-W Yellow, 48",Yellow,M ,R ,2013-04-21,2013,April,Colma,United States,No Discount,0.0,North America
SO56592,2,1,4.99,0.3992,0.1248,0.0,Christopher,Jackson,1986-04-15,M,S,40000.0,0,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Colma,United States,No Discount,0.0,North America
SO56592,3,1,8.99,0.7192,0.2248,0.0,Christopher,Jackson,1986-04-15,M,S,40000.0,0,2013-04-21,Road Bottle Cage,NA,,R ,2013-04-21,2013,April,Colma,United States,No Discount,0.0,North America
SO56592,4,1,8.99,0.7192,0.2248,0.0,Christopher,Jackson,1986-04-15,M,S,40000.0,0,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,Colma,United States,No Discount,0.0,North America
SO56593,1,1,1120.49,89.6392,28.0123,0.0,Ruben,Ramos,1983-09-17,M,S,30000.0,0,2013-04-21,"Road-550-W Yellow, 40",Yellow,M ,R ,2013-04-21,2013,April,Wokingham,United Kingdom,No Discount,0.0,Europe
SO56593,2,1,34.99,2.7992,0.8748,0.0,Ruben,Ramos,1983-09-17,M,S,30000.0,0,2013-04-21,"Sport-100 Helmet, Red",Red,,S ,2013-04-21,2013,April,Wokingham,United Kingdom,No Discount,0.0,Europe
SO56593,3,1,8.99,0.7192,0.2248,0.0,Ruben,Ramos,1983-09-17,M,S,30000.0,0,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,Wokingham,United Kingdom,No Discount,0.0,Europe
SO56594,1,1,539.99,43.1992,13.4998,0.0,Erica,Hu,1978-11-20,F,M,40000.0,1,2012-01-27,"Road-750 Black, 58",Black,L ,R ,2013-04-21,2013,April,Braunschweig,Germany,No Discount,0.0,Europe
SO56594,2,1,8.99,0.7192,0.2248,0.0,Erica,Hu,1978-11-20,F,M,40000.0,1,2012-01-27,Road Bottle Cage,NA,,R ,2013-04-21,2013,April,Braunschweig,Germany,No Discount,0.0,Europe
SO56594,3,1,4.99,0.3992,0.1248,0.0,Erica,Hu,1978-11-20,F,M,40000.0,1,2012-01-27,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Braunschweig,Germany,No Discount,0.0,Europe
SO56595,1,1,539.99,43.1992,13.4998,0.0,Tammy,Gonzalez,1967-10-12,F,M,40000.0,1,2013-04-21,"Road-750 Black, 58",Black,L ,R ,2013-04-21,2013,April,Gateshead,United Kingdom,No Discount,0.0,Europe
SO56595,2,1,3.99,0.3192,0.0998,0.0,Tammy,Gonzalez,1967-10-12,F,M,40000.0,1,2013-04-21,Road Tire Tube,NA,,R ,2013-04-21,2013,April,Gateshead,United Kingdom,No Discount,0.0,Europe
SO56595,3,1,21.49,1.7192,0.5373,0.0,Tammy,Gonzalez,1967-10-12,F,M,40000.0,1,2013-04-21,LL Road Tire,NA,L ,R ,2013-04-21,2013,April,Gateshead,United Kingdom,No Discount,0.0,Europe
SO56595,4,1,8.99,0.7192,0.2248,0.0,Tammy,Gonzalez,1967-10-12,F,M,40000.0,1,2013-04-21,AWC Logo Cap,Multi,,S ,2013-04-21,2013,April,Gateshead,United Kingdom,No Discount,0.0,Europe
SO56595,5,1,34.99,2.7992,0.8748,0.0,Tammy,Gonzalez,1967-10-12,F,M,40000.0,1,2013-04-21,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-21,2013,April,Gateshead,United Kingdom,No Discount,0.0,Europe
SO56596,1,1,539.99,43.1992,13.4998,0.0,Karl,Jai,1979-01-05,M,S,30000.0,0,2013-04-21,"Road-750 Black, 58",Black,L ,R ,2013-04-21,2013,April,Colomiers,France,No Discount,0.0,Europe
SO56596,2,1,8.99,0.7192,0.2248,0.0,Karl,Jai,1979-01-05,M,S,30000.0,0,2013-04-21,Road Bottle Cage,NA,,R ,2013-04-21,2013,April,Colomiers,France,No Discount,0.0,Europe
SO56596,3,1,4.99,0.3992,0.1248,0.0,Karl,Jai,1979-01-05,M,S,30000.0,0,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Colomiers,France,No Discount,0.0,Europe
SO56597,1,1,2384.07,190.7256,59.6018,0.0,Jermaine,Subram,1979-09-13,M,S,30000.0,0,2013-04-21,"Touring-1000 Blue, 46",Blue,H ,T ,2013-04-21,2013,April,Birmingham,United Kingdom,No Discount,0.0,Europe
SO56597,2,1,4.99,0.3992,0.1248,0.0,Jermaine,Subram,1979-09-13,M,S,30000.0,0,2013-04-21,Water Bottle - 30 oz.,NA,,S ,2013-04-21,2013,April,Birmingham,United Kingdom,No Discount,0.0,Europe
SO56597,3,1,8.99,0.7192,0.2248,0.0,Jermaine,Subram,1979-09-13,M,S,30000.0,0,2013-04-21,Road Bottle Cage,NA,,R ,2013-04-21,2013,April,Birmingham,United Kingdom,No Discount,0.0,Europe
SO56597,4,1,53.99,4.3192,1.3498,0.0,Jermaine,Subram,1979-09-13,M,S,30000.0,0,2013-04-21,"Short-Sleeve Classic Jersey, S",Yellow,,S ,2013-04-21,2013,April,Birmingham,United Kingdom,No Discount,0.0,Europe
SO56598,1,1,742.35,59.388,18.5588,0.0,Marvin,Gomez,1985-12-05,M,S,10000.0,0,2013-04-21,"Touring-3000 Blue, 58",Blue,L ,T ,2013-04-21,2013,April,North Sydney,Australia,No Discount,0.0,Pacific
SO56598,2,1,34.99,2.7992,0.8748,0.0,Marvin,Gomez,1985-12-05,M,S,10000.0,0,2013-04-21,"Sport-100 Helmet, Black",Black,,S ,2013-04-21,2013,April,North Sydney,Australia,No Discount,0.0,Pacific
SO56598,3,1,53.99,4.3192,1.3498,0.0,Marvin,Gomez,1985-12-05,M,S,10000.0,0,2013-04-21,"Short-Sleeve Classic Jersey, M",Yellow,,S ,2013-04-21,2013,April,North Sydney,Australia,No Discount,0.0,Pacific
SO56599,1,1,2294.99,183.5992,57.3748,0.0,Julie,Raje,1968-03-19,F,M,20000.0,1,2012-03-07,"Mountain-200 Black, 38",Black,H ,M ,2013-04-22,2013,April,Leeds,United Kingdom,No Discount,0.0,Europe
SO56599,2,1,35.0,2.8,0.875,0.0,Julie,Raje,1968-03-19,F,M,20000.0,1,2012-03-07,HL Mountain Tire,NA,H ,M ,2013-04-22,2013,April,Leeds,United Kingdom,No Discount,0.0,Europe
SO56599,3,1,2.29,0.1832,0.0573,0.0,Julie,Raje,1968-03-19,F,M,20000.0,1,2012-03-07,Patch Kit/8 Patches,NA,,S ,2013-04-22,2013,April,Leeds,United Kingdom,No Discount,0.0,Europe
SO56600,1,1,29.99,2.3992,0.7498,0.0,Marco,Sara,1983-11-01,M,M,10000.0,0,2013-04-22,ML Mountain Tire,NA,M ,M ,2013-04-22,2013,April,Cranbourne,Australia,No Discount,0.0,Pacific
SO56600,2,1,4.99,0.3992,0.1248,0.0,Marco,Sara,1983-11-01,M,M,10000.0,0,2013-04-22,Mountain Tire Tube,NA,,M ,2013-04-22,2013,April,Cranbourne,Australia,No Discount,0.0,Pacific
SO56600,3,1,34.99,2.7992,0.8748,0.0,Marco,Sara,1983-11-01,M,M,10000.0,0,2013-04-22,"Sport-100 Helmet, Blue",Blue,,S ,2013-04-22,2013,April,Cranbourne,Australia,No Discount,0.0,Pacific
SO56600,4,1,24.49,1.9592,0.6123,0.0,Marco,Sara,1983-11-01,M,M,10000.0,0,2013-04-22,"Half-Finger Gloves, L",Black,,S ,2013-04-22,2013,April,Cranbourne,Australia,Volume Discount 11 to 14,0.02,Pacific
SO56601,1,1,29.99,2.3992,0.7498,0.0,Luis,Li,1965-08-01,M,M,60000.0,1,2013-04-22,ML Mountain Tire,NA,M ,M ,2013-04-22,2013,April,Rockhampton,Australia,No Discount,0.0,Pacific
SO56601,2,1,4.99,0.3992,0.1248,0.0,Luis,Li,1965-08-01,M,M,60000.0,1,2013-04-22,Water Bottle - 30 oz.,NA,,S ,2013-04-22,2013,April,Rockhampton,Australia,No Discount,0.0,Pacific
SO56601,3,1,24.49,1.9592,0.6123,0.0,Luis,Li,1965-08-01,M,M,60000.0,1,2013-04-22,"Half-Finger Gloves, M",Black,,S ,2013-04-22,2013,April,Rockhampton,Australia,No Discount,0.0,Pacific
SO56602,1,1,21.98,1.7584,0.5495,0.0,Corey,Sharma,1960-05-09,M,M,20000.0,2,2013-04-22,Fender Set - Mountain,NA,,M ,2013-04-22,2013,April,Seaford,Australia,No Discount,0.0,Pacific
SO56602,2,1,34.99,2.7992,0.8748,0.0,Corey,Sharma,1960-05-09,M,M,20000.0,2,2013-04-22,"Sport-100 Helmet, Red",Red,,S ,2013-04-22,2013,April,Seaford,Australia,No Discount,0.0,Pacific
SO56603,1,1,21.98,1.7584,0.5495,0.0,Bruce,Madan,1983-03-17,M,M,100000.0,0,2013-04-22,Fender Set - Mountain,NA,,M ,2013-04-22,2013,April,Coffs Harbour,Australia,No Discount,0.0,Pacific
